Job Title,Job Experience Required,Location,Functional Area,Industry,Role,Longitude,Latitude,sal
 Senior Java Tech Lead - Spring Boot/ Data Structure,5 - 10 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead,77.590082,12.9767936,5901
 BCOM (hiring for Top4) Internal Audit /compliance Call Vikas,2 - 7 yrs,"Delhi NCR,Gurgaon","Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Accounts Executive/Accountant,77.10436033,28.42208445,3807
 ETL Datastage Developer,10 - 15 yrs,Hyderabad,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",Software Developer,78.4740613,17.360589,2302
 Technical Lead,6 - 11 yrs,Bengaluru,IT Software - System Programming,"IT-Software, Software Services",Team Lead/Technical Lead,77.590082,12.9767936,5467
 Specialist - DV,4 - 8 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","Accounting, Finance",Software Developer,77.590082,12.9767936,6808
" Office Assistant, Office Boy",0 - 2 yrs,Mumbai,Other,"Courier, Transportation, Freight , Warehousing",Other,72.8773928,19.075989899999996,5312
 MES camster/apriso/hydra engineer,2 - 6 yrs,Mumbai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,72.8773928,19.075989899999996,3187
 HR PMO Professional,6 - 9 yrs,Pune,IT Software - Other,"IT-Software, Software Services",Project Manager-IT/Software,73.8544541,18.521428,6556
 Principal Consultant,0 - 4 yrs,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Functional Outside Consultant,78.4740613,17.360589,2833
 Urgent Requirment For Central Processing Center- Mumbai,1 - 6 yrs,Mumbai,Other,"Banking, Financial Services, Broking",Other,72.8773928,19.075989899999996,4855
 Cognos TM1 Developer (4 6 years),6 - 11 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.590082,12.9767936,3584
 Smart Web Developer,1 - 5 yrs,Delhi,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.22193879999999,28.6517178,3400
 Manager- Compensation and Benefits,10 - 15 yrs,Mumbai,"HR , Recruitment , Administration , IR","Media, Entertainment, Internet",Pay Roll/Compensation Manager,72.8773928,19.075989899999996,1617
 Civil Architect,5 - 10 yrs,Mumbai,"Architecture , Interior Design","Strategy, Management Consulting Firms",Architect,72.8773928,19.075989899999996,4164
 Reconciliation Executive,0 - 2 yrs,Mumbai,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),72.8773928,19.075989899999996,5777
 Oracle Sales Cloud Developer,3 - 8 yrs,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,73.8544541,18.521428,4016
 Opening For Sales and Marketing_nariman Point ,2 - 7 yrs,"Mumbai,Mumbai Suburbs","Sales , Retail , Business Development","Banking, Financial Services, Broking",Area Sales Manager,72.9249,19.0637885,3170
 Finance & OPS - Technical Consultant (dynamics Ax/365) @ Bangalore,2 - 7 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",ERP Consultant,77.590082,12.9767936,4922
 Business Development Manager-digital / Export,5 - 8 yrs,Noida,"Sales , Retail , Business Development","Internet, Ecommerce",Sales/Business Development Manager,77.3271074,28.5707841,5866
 Sr. Software Engineer,4 - 9 yrs,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,78.4740613,17.360589,1515
 Website Designer,0 - 2 yrs,Gurgaon,"Design , Creative , User Experience","IT-Software, Software Services",Web Designer,77.00270015,28.42826235,1946
 Tech caller hiring a huge number of Executives.,2 - 5 yrs,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),88.35769124,22.5414185,1511
